shipment_id,order_id,origin,destination,distance_km,shipment_date,delivery_date,delivery_status,transport_cost,vehicle_type
282,1080,Mumbai,Pune,1022,2024-01-18,2024-01-19,On-Time,7695.929204204987,Van
283,1698,Delhi,Hyderabad,1692,2024-01-28,2024-02-02,On-Time,23105.315523273683,Truck
284,1112,Delhi,Pune,1698,2024-01-19,2024-01-26,Delayed,10236.267214833955,Truck
285,1001,Delhi,Chennai,1935,2024-01-15,2024-01-19,On-Time,12112.233049940583,Bike
286,1641,Bangalore,Pune,303,2024-01-15,2024-01-16,On-Time,4481.829211954865,Bike
287,1219,Mumbai,Hyderabad,1703,2024-01-04,2024-01-13,Delayed,19990.47643753818,Truck
288,1565,Mumbai,Chennai,759,2024-01-07,2024-01-12,On-Time,10222.874033415752,Van
289,1854,Bangalore,Pune,1922,2024-01-13,2024-01-15,On-Time,15843.610632696176,Bike
290,1996,Mumbai,Pune,1950,2024-01-03,2024-01-11,Delayed,22941.433115651787,Van
291,1735,Delhi,Chennai,612,2024-01-16,2024-01-18,On-Time,6696.759983128614,Van
292,1224,Delhi,Chennai,806,2024-01-09,2024-01-12,On-Time,8891.389968190953,Van
293,1384,Delhi,Pune,1988,2024-01-08,2024-01-09,On-Time,23508.745295609904,Truck
294,1402,Mumbai,Hyderabad,1499,2024-01-20,2024-01-22,On-Time,16119.634005205187,Van
295,1637,Delhi,Pune,596,2024-01-13,2024-01-20,Delayed,5537.211721043889,Truck
296,1129,Bangalore,Chennai,1375,2024-01-17,2024-01-19,On-Time,10668.93704773252,Truck
297,1052,Bangalore,Pune,971,2024-01-17,2024-01-23,Delayed,12317.92472316719,Van
298,1683,Mumbai,Chennai,630,2024-01-17,2024-01-20,On-Time,4575.516309020073,Van
299,1729,Bangalore,Chennai,1422,2024-01-01,2024-01-05,On-Time,16955.278233515768,Van
300,1671,Bangalore,Hyderabad,1905,2024-01-08,2024-01-16,Delayed,13969.990271469673,Van
301,1709,Mumbai,Chennai,98,2024-01-19,2024-01-22,On-Time,1102.823566555365,Truck
302,1415,Delhi,Chennai,966,2024-01-06,2024-01-12,Delayed,12046.77606046642,Van
303,1246,Delhi,Hyderabad,1147,2024-01-03,2024-01-04,On-Time,8243.648305758004,Van
304,1835,Delhi,Chennai,753,2024-01-27,2024-02-03,Delayed,4216.373055485651,Truck
305,1438,Mumbai,Hyderabad,310,2024-01-05,2024-01-13,Delayed,1956.0186032819397,Bike
306,1202,Bangalore,Hyderabad,405,2024-01-13,2024-01-21,Delayed,4479.287717447653,Bike
307,1183,Delhi,Chennai,1655,2024-01-15,2024-01-18,On-Time,22333.33802303592,Truck
308,1122,Delhi,Chennai,1675,2024-01-14,2024-01-15,On-Time,9128.696755693358,Bike
309,1400,Mumbai,Pune,1333,2024-01-29,2024-02-07,Delayed,16451.236283025144,Truck
310,1766,Delhi,Hyderabad,687,2024-01-23,2024-01-29,Delayed,5779.859097676857,Van
311,1293,Mumbai,Pune,792,2024-01-16,2024-01-25,Delayed,7749.9446897626185,Van
312,1279,Bangalore,Chennai,1368,2024-01-18,2024-01-25,Delayed,19546.798641887337,Bike
313,1836,Mumbai,Pune,1059,2024-01-22,2024-01-23,On-Time,8810.578235152603,Van
314,1883,Mumbai,Hyderabad,980,2024-01-29,2024-01-30,On-Time,9460.301952606964,Bike
315,1609,Mumbai,Pune,690,2024-01-22,2024-01-28,Delayed,3544.4086618486995,Bike
316,1197,Mumbai,Hyderabad,841,2024-01-11,2024-01-16,On-Time,4891.245235240691,Van
317,1981,Bangalore,Chennai,1386,2024-01-03,2024-01-12,Delayed,10514.079453128106,Van
318,1906,Bangalore,Chennai,661,2024-01-22,2024-01-24,On-Time,3489.1033118273017,Bike
319,1510,Delhi,Hyderabad,1911,2024-01-10,2024-01-18,Delayed,21620.58248078208,Van
320,1751,Bangalore,Chennai,858,2024-01-10,2024-01-15,On-Time,7948.497901357921,Truck
321,1143,Bangalore,Chennai,1255,2024-01-30,2024-02-01,On-Time,13154.222294236675,Van
322,1608,Delhi,Chennai,735,2024-01-21,2024-01-27,Delayed,4958.6568163380225,Van
323,1200,Bangalore,Chennai,1901,2024-01-16,2024-01-24,Delayed,15130.667879590073,Truck
324,1123,Mumbai,Hyderabad,1437,2024-01-12,2024-01-16,On-Time,16724.15770363366,Van
325,1186,Mumbai,Pune,237,2024-01-02,2024-01-04,On-Time,3472.7674550040474,Van
326,1325,Delhi,Pune,1642,2024-01-09,2024-01-14,On-Time,9037.843422548274,Bike
327,1463,Delhi,Chennai,1616,2024-01-24,2024-01-26,On-Time,22468.6106250211,Van
328,1348,Delhi,Pune,1669,2024-01-03,2024-01-05,On-Time,17973.14724988407,Van
329,1770,Mumbai,Pune,1737,2024-01-24,2024-01-30,Delayed,18480.282874545184,Truck
330,1659,Bangalore,Chennai,1034,2024-01-30,2024-02-08,Delayed,10342.880054048243,Bike
331,1763,Mumbai,Chennai,597,2024-01-25,2024-01-29,On-Time,3399.282692847975,Bike
332,1954,Delhi,Pune,774,2024-01-30,2024-02-05,Delayed,4565.646832437883,Bike
333,1931,Bangalore,Hyderabad,975,2024-01-15,2024-01-22,Delayed,10733.89205517609,Van
334,1402,Bangalore,Chennai,1481,2024-01-03,2024-01-09,Delayed,12454.596442960617,Bike
335,1345,Mumbai,Hyderabad,925,2024-01-19,2024-01-27,Delayed,13109.729615843546,Truck
336,1962,Delhi,Pune,667,2024-01-18,2024-01-22,On-Time,6046.958884187679,Bike
337,1510,Mumbai,Chennai,463,2024-01-08,2024-01-09,On-Time,2978.3931537932285,Truck
338,1146,Bangalore,Hyderabad,1415,2024-01-26,2024-02-02,Delayed,17188.27149405381,Bike
339,1147,Mumbai,Chennai,1293,2024-01-17,2024-01-20,On-Time,10258.059739232258,Bike
340,1863,Mumbai,Pune,952,2024-01-08,2024-01-14,Delayed,9762.477326028104,Truck
341,1710,Delhi,Hyderabad,212,2024-01-07,2024-01-09,On-Time,2539.4055052709605,Bike
342,1819,Delhi,Pune,1293,2024-01-30,2024-02-08,Delayed,18105.41495784277,Bike
343,1488,Bangalore,Pune,319,2024-01-07,2024-01-08,On-Time,4122.089911417346,Bike
344,1928,Mumbai,Chennai,681,2024-01-03,2024-01-09,Delayed,8011.018872213252,Van
345,1935,Mumbai,Hyderabad,955,2024-01-01,2024-01-07,Delayed,11265.496891873621,Truck
346,1639,Mumbai,Pune,1921,2024-01-04,2024-01-09,On-Time,27776.21241185638,Bike
347,1550,Bangalore,Pune,1473,2024-01-25,2024-01-30,On-Time,11722.488956123976,Truck
348,1337,Bangalore,Hyderabad,1255,2024-01-05,2024-01-06,On-Time,6288.956782162151,Truck
349,1871,Delhi,Pune,1691,2024-01-01,2024-01-06,On-Time,13053.75159942354,Truck
350,1640,Delhi,Pune,1802,2024-01-15,2024-01-17,On-Time,12936.402660873928,Bike
351,1778,Delhi,Hyderabad,254,2024-01-05,2024-01-12,Delayed,2951.059846189555,Bike
352,1987,Mumbai,Hyderabad,631,2024-01-13,2024-01-16,On-Time,7153.720194520489,Truck
353,1952,Mumbai,Hyderabad,1629,2024-01-08,2024-01-12,On-Time,17812.485924259952,Van
354,1472,Delhi,Hyderabad,890,2024-01-08,2024-01-11,On-Time,4594.566644564138,Truck
355,1945,Mumbai,Chennai,1886,2024-01-05,2024-01-08,On-Time,23174.754106939214,Van
356,1150,Delhi,Hyderabad,1301,2024-01-28,2024-02-01,On-Time,10714.130666436244,Truck
357,1414,Bangalore,Chennai,1769,2024-01-09,2024-01-14,On-Time,20609.840445527305,Truck
358,1989,Delhi,Chennai,1692,2024-01-01,2024-01-02,On-Time,17877.307010256434,Truck
359,1297,Bangalore,Chennai,645,2024-01-04,2024-01-08,On-Time,5435.614469010001,Bike
360,1610,Mumbai,Pune,1923,2024-01-03,2024-01-11,Delayed,12202.901616411991,Van
361,1262,Delhi,Chennai,299,2024-01-02,2024-01-09,Delayed,1777.3125040048383,Van
362,1763,Mumbai,Chennai,924,2024-01-08,2024-01-17,Delayed,12303.229397956944,Truck
363,1143,Bangalore,Pune,1514,2024-01-23,2024-01-28,On-Time,21474.538787114787,Bike
364,1345,Bangalore,Pune,1606,2024-01-09,2024-01-13,On-Time,18465.596031034653,Bike
365,1623,Bangalore,Pune,245,2024-01-02,2024-01-10,Delayed,1478.4135814081842,Van
366,1571,Mumbai,Hyderabad,739,2024-01-14,2024-01-23,Delayed,6665.981132804099,Bike
367,1880,Mumbai,Pune,1592,2024-01-14,2024-01-21,Delayed,19564.712065674103,Van
368,1001,Mumbai,Pune,1143,2024-01-04,2024-01-11,Delayed,14628.352704235078,Van
369,1896,Mumbai,Chennai,688,2024-01-30,2024-02-04,On-Time,4253.344121362689,Van
370,1303,Bangalore,Pune,1472,2024-01-06,2024-01-10,On-Time,7360.452181404029,Bike
371,1253,Bangalore,Hyderabad,721,2024-01-11,2024-01-12,On-Time,8739.508100799161,Van
372,1651,Delhi,Pune,1833,2024-01-03,2024-01-10,Delayed,15701.407905827147,Van
373,1452,Delhi,Hyderabad,1276,2024-01-08,2024-01-09,On-Time,9627.181791449,Truck
374,1036,Mumbai,Pune,1221,2024-01-03,2024-01-04,On-Time,6262.4781061301055,Van
375,1159,Bangalore,Pune,1545,2024-01-14,2024-01-19,On-Time,16072.62583446517,Van
376,1008,Bangalore,Pune,1728,2024-01-28,2024-02-06,Delayed,23347.884708160964,Truck
377,1232,Bangalore,Pune,993,2024-01-13,2024-01-19,Delayed,14474.282247486799,Truck
378,1098,Delhi,Hyderabad,248,2024-01-13,2024-01-16,On-Time,2643.0474775209573,Bike
379,1658,Delhi,Hyderabad,1990,2024-01-02,2024-01-05,On-Time,20187.780422023894,Van
380,1815,Bangalore,Chennai,1499,2024-01-13,2024-01-20,Delayed,8769.995218483724,Bike
381,1207,Bangalore,Hyderabad,1739,2024-01-29,2024-02-04,Delayed,18239.89801882581,Bike
382,1130,Bangalore,Pune,541,2024-01-19,2024-01-28,Delayed,4760.686817202785,Truck
383,1403,Delhi,Chennai,1961,2024-01-27,2024-02-02,Delayed,21710.92285812694,Bike
384,1151,Bangalore,Chennai,945,2024-01-06,2024-01-11,On-Time,8398.463987433366,Van
385,1053,Bangalore,Chennai,191,2024-01-16,2024-01-23,Delayed,1413.9713257902004,Truck
386,1119,Mumbai,Pune,1386,2024-01-02,2024-01-03,On-Time,8246.218714665298,Van
387,1672,Mumbai,Hyderabad,214,2024-01-08,2024-01-15,Delayed,1743.925471420237,Van
388,1919,Delhi,Pune,363,2024-01-17,2024-01-20,On-Time,2165.820748464541,Truck
389,1627,Bangalore,Chennai,70,2024-01-23,2024-02-01,Delayed,473.8278655767888,Van
390,1586,Bangalore,Pune,1155,2024-01-02,2024-01-08,Delayed,17178.732631593757,Truck
391,1624,Mumbai,Pune,1654,2024-01-10,2024-01-19,Delayed,15615.472831235475,Van
392,1967,Delhi,Hyderabad,1204,2024-01-28,2024-02-02,On-Time,12423.7360687204,Truck
393,1419,Mumbai,Hyderabad,1672,2024-01-16,2024-01-23,Delayed,22966.90180048624,Bike
394,1421,Mumbai,Chennai,1803,2024-01-06,2024-01-10,On-Time,26965.107275847102,Van
395,1103,Mumbai,Pune,1033,2024-01-28,2024-02-04,Delayed,11184.44026173056,Truck
396,1851,Mumbai,Pune,354,2024-01-02,2024-01-03,On-Time,4646.157326496367,Van
397,1253,Bangalore,Hyderabad,1988,2024-01-02,2024-01-09,Delayed,16439.587563813104,Van
398,1226,Bangalore,Pune,420,2024-01-26,2024-02-03,Delayed,3384.1246212786223,Van
399,1111,Mumbai,Pune,1930,2024-01-13,2024-01-18,On-Time,17422.181815195014,Truck
400,1509,Delhi,Pune,902,2024-01-24,2024-01-26,On-Time,10576.015509316316,Bike
401,1472,Delhi,Hyderabad,433,2024-01-15,2024-01-20,On-Time,5118.890014474578,Bike
402,1098,Delhi,Chennai,1981,2024-01-28,2024-02-03,Delayed,16149.893200405619,Bike
403,1152,Delhi,Chennai,494,2024-01-02,2024-01-04,On-Time,3128.0570252349453,Truck
404,1860,Mumbai,Pune,474,2024-01-07,2024-01-13,Delayed,5367.558255646511,Bike
405,1913,Bangalore,Chennai,210,2024-01-03,2024-01-09,Delayed,1319.4843105964055,Truck
406,1895,Delhi,Hyderabad,1251,2024-01-08,2024-01-09,On-Time,13491.94127794892,Van
407,1877,Mumbai,Hyderabad,678,2024-01-23,2024-01-24,On-Time,8091.402028221775,Van
408,1337,Delhi,Chennai,1781,2024-01-14,2024-01-17,On-Time,21382.890750785184,Bike
409,1705,Delhi,Chennai,944,2024-01-24,2024-01-27,On-Time,11832.776724626592,Truck
410,1821,Mumbai,Pune,539,2024-01-30,2024-02-03,On-Time,7399.712282238932,Van
411,1162,Bangalore,Chennai,1066,2024-01-23,2024-01-25,On-Time,10659.562854344646,Truck
412,1719,Bangalore,Pune,376,2024-01-27,2024-02-05,Delayed,4625.736952631188,Truck
413,1956,Mumbai,Pune,647,2024-01-22,2024-01-29,Delayed,7241.047597816963,Van
414,1680,Bangalore,Hyderabad,1064,2024-01-29,2024-02-05,Delayed,7305.848959447343,Truck
415,1995,Mumbai,Hyderabad,338,2024-01-07,2024-01-13,Delayed,1776.8309996585997,Van
416,1160,Mumbai,Hyderabad,642,2024-01-21,2024-01-24,On-Time,5036.755696045915,Van
417,1579,Mumbai,Hyderabad,1737,2024-01-07,2024-01-13,Delayed,16380.495479084448,Van
418,1800,Bangalore,Chennai,1646,2024-01-01,2024-01-09,Delayed,18387.56384529568,Truck
419,1397,Mumbai,Hyderabad,622,2024-01-17,2024-01-25,Delayed,8396.747035729937,Van
420,1276,Delhi,Chennai,1427,2024-01-09,2024-01-18,Delayed,9935.426377396983,Truck
421,1815,Bangalore,Hyderabad,77,2024-01-30,2024-01-31,On-Time,481.6733382218274,Van
422,1915,Bangalore,Chennai,1003,2024-01-21,2024-01-22,On-Time,14678.703873167506,Van
423,1503,Bangalore,Pune,92,2024-01-13,2024-01-16,On-Time,559.4009946262945,Bike
424,1895,Bangalore,Chennai,1754,2024-01-21,2024-01-24,On-Time,17162.7333696801,Bike
425,1391,Delhi,Chennai,472,2024-01-19,2024-01-27,Delayed,5123.860799904384,Bike
426,1134,Bangalore,Hyderabad,1671,2024-01-21,2024-01-22,On-Time,17401.36657336329,Truck
427,1194,Bangalore,Chennai,226,2024-01-19,2024-01-21,On-Time,1324.4326748944518,Truck
428,1400,Mumbai,Pune,578,2024-01-25,2024-01-27,On-Time,3219.61556294092,Van
429,1639,Bangalore,Pune,1683,2024-01-25,2024-01-28,On-Time,10190.28608416923,Van
430,1032,Delhi,Hyderabad,1015,2024-01-22,2024-01-28,Delayed,11018.714991307017,Van
431,1687,Delhi,Pune,1567,2024-01-17,2024-01-18,On-Time,16364.884389229812,Van
432,1459,Delhi,Chennai,247,2024-01-23,2024-01-25,On-Time,1812.3397563307583,Truck
433,1954,Delhi,Pune,659,2024-01-23,2024-01-24,On-Time,7497.931594762448,Van
434,1882,Bangalore,Hyderabad,1650,2024-01-30,2024-02-04,On-Time,21781.113783918216,Van
435,1469,Bangalore,Chennai,891,2024-01-10,2024-01-17,Delayed,4825.468532233151,Bike
436,1374,Delhi,Hyderabad,902,2024-01-10,2024-01-18,Delayed,9003.132090803341,Van
437,1021,Delhi,Chennai,1590,2024-01-04,2024-01-05,On-Time,18910.035552432775,Van
438,1749,Bangalore,Pune,1587,2024-01-08,2024-01-15,Delayed,11939.190282595933,Van
439,1669,Delhi,Hyderabad,71,2024-01-22,2024-01-27,On-Time,573.5173427581359,Truck
440,1037,Mumbai,Hyderabad,1185,2024-01-20,2024-01-21,On-Time,13196.609150424198,Bike
441,1229,Delhi,Chennai,1130,2024-01-20,2024-01-23,On-Time,15796.668815914227,Van
442,1364,Delhi,Hyderabad,1139,2024-01-18,2024-01-25,Delayed,14920.039147250023,Van
443,1562,Mumbai,Chennai,891,2024-01-14,2024-01-15,On-Time,9650.69025217729,Bike
444,1437,Mumbai,Chennai,147,2024-01-18,2024-01-25,Delayed,1808.4259251031565,Van
445,1775,Bangalore,Chennai,1217,2024-01-28,2024-02-02,On-Time,10524.88946242891,Truck
446,1282,Bangalore,Chennai,1953,2024-01-14,2024-01-15,On-Time,22283.056763768738,Van
447,1026,Mumbai,Pune,484,2024-01-20,2024-01-21,On-Time,4676.318901057376,Truck
448,1225,Mumbai,Chennai,686,2024-01-21,2024-01-22,On-Time,4732.961896098868,Truck
449,1276,Bangalore,Hyderabad,1752,2024-01-24,2024-02-02,Delayed,21054.454558329544,Van
450,1797,Delhi,Pune,1159,2024-01-15,2024-01-18,On-Time,12244.425146872847,Bike
451,1608,Mumbai,Hyderabad,637,2024-01-22,2024-01-27,On-Time,5469.419477044377,Truck
452,1283,Bangalore,Pune,393,2024-01-30,2024-02-08,Delayed,5546.563017009019,Bike
453,1878,Delhi,Chennai,1367,2024-01-04,2024-01-10,Delayed,7121.169390691443,Van
454,1959,Mumbai,Pune,620,2024-01-13,2024-01-22,Delayed,5057.793537746876,Truck
455,1480,Delhi,Pune,1723,2024-01-27,2024-02-04,Delayed,9595.06648370885,Van
456,1452,Bangalore,Hyderabad,660,2024-01-23,2024-01-31,Delayed,8359.08028706274,Bike
457,1828,Mumbai,Hyderabad,1777,2024-01-08,2024-01-09,On-Time,21361.449459602096,Van
458,1815,Delhi,Chennai,292,2024-01-18,2024-01-27,Delayed,2427.5484787100454,Van
459,1658,Mumbai,Pune,1904,2024-01-12,2024-01-18,Delayed,22384.62165802267,Truck
460,1515,Delhi,Pune,610,2024-01-23,2024-02-01,Delayed,5465.217079795294,Van
461,1546,Bangalore,Pune,1009,2024-01-14,2024-01-17,On-Time,12675.600755452362,Van
462,1191,Bangalore,Chennai,81,2024-01-02,2024-01-05,On-Time,772.888766816732,Van
463,1048,Mumbai,Chennai,440,2024-01-18,2024-01-24,Delayed,4014.0308024593282,Truck
464,1511,Delhi,Chennai,326,2024-01-24,2024-02-02,Delayed,4677.219524491861,Bike
465,1016,Mumbai,Chennai,581,2024-01-02,2024-01-09,Delayed,4362.6075703649685,Bike
466,1171,Mumbai,Chennai,1227,2024-01-11,2024-01-14,On-Time,7612.888861757858,Van
467,1219,Delhi,Hyderabad,432,2024-01-09,2024-01-12,On-Time,4685.2262492808595,Truck
468,1157,Delhi,Pune,1141,2024-01-12,2024-01-14,On-Time,16764.96187816248,Van
469,1476,Delhi,Pune,1951,2024-01-17,2024-01-26,Delayed,17126.643059817412,Bike
470,1045,Bangalore,Pune,933,2024-01-15,2024-01-18,On-Time,5243.803004656532,Truck
471,1372,Mumbai,Pune,263,2024-01-25,2024-01-30,On-Time,2207.3728530241624,Bike
472,1517,Mumbai,Pune,1728,2024-01-17,2024-01-26,Delayed,17382.49898664197,Bike
473,1098,Bangalore,Pune,425,2024-01-26,2024-02-03,Delayed,2813.172778186908,Truck
474,1891,Delhi,Pune,793,2024-01-29,2024-01-31,On-Time,9183.750589187981,Truck
475,1744,Bangalore,Pune,262,2024-01-26,2024-01-29,On-Time,3924.1033992067255,Van
476,1036,Bangalore,Hyderabad,128,2024-01-18,2024-01-20,On-Time,1218.226529256248,Van
477,1279,Bangalore,Pune,1799,2024-01-22,2024-01-30,Delayed,15376.566735576524,Bike
478,1348,Mumbai,Hyderabad,677,2024-01-06,2024-01-12,Delayed,6097.767209469339,Truck
479,1496,Bangalore,Chennai,653,2024-01-17,2024-01-23,Delayed,4016.9045449206633,Truck
480,1301,Mumbai,Pune,831,2024-01-23,2024-02-01,Delayed,11495.00362785192,Van
481,1180,Mumbai,Chennai,1996,2024-01-24,2024-02-01,Delayed,18259.920084206184,Bike
482,1606,Mumbai,Chennai,1454,2024-01-18,2024-01-22,On-Time,12900.969942117192,Bike
483,1098,Delhi,Chennai,1050,2024-01-08,2024-01-12,On-Time,12176.74786576998,Van
484,1699,Mumbai,Hyderabad,729,2024-01-09,2024-01-18,Delayed,6867.42363858789,Truck
485,1992,Mumbai,Chennai,107,2024-01-06,2024-01-07,On-Time,1228.6098116243952,Van
486,1115,Delhi,Chennai,1869,2024-01-05,2024-01-07,On-Time,10493.431162544419,Van
487,1190,Mumbai,Chennai,1099,2024-01-12,2024-01-14,On-Time,14437.819547507279,Van
488,1252,Bangalore,Pune,930,2024-01-25,2024-01-31,Delayed,13396.686761778445,Van
489,1980,Bangalore,Pune,496,2024-01-29,2024-02-02,On-Time,5697.876315350554,Truck
490,1927,Mumbai,Hyderabad,115,2024-01-28,2024-01-31,On-Time,1672.7508181876324,Van
491,1982,Delhi,Hyderabad,1994,2024-01-11,2024-01-14,On-Time,12989.560348537068,Truck
492,1160,Bangalore,Pune,1833,2024-01-25,2024-01-28,On-Time,17916.038753174886,Van
493,1255,Delhi,Hyderabad,1327,2024-01-01,2024-01-07,Delayed,14620.975359456084,Bike
494,1322,Delhi,Pune,1972,2024-01-11,2024-01-19,Delayed,21331.8466871458,Truck
495,1127,Bangalore,Chennai,1117,2024-01-19,2024-01-26,Delayed,10069.328072424614,Bike
496,1017,Delhi,Chennai,1170,2024-01-09,2024-01-13,On-Time,9805.587589585257,Van
497,1792,Bangalore,Hyderabad,1627,2024-01-27,2024-01-31,On-Time,10198.426846895314,Van
498,1734,Delhi,Pune,1061,2024-01-02,2024-01-04,On-Time,9461.387400465772,Van
499,1565,Bangalore,Pune,276,2024-01-12,2024-01-13,On-Time,1828.943849691139,Truck
500,1569,Mumbai,Hyderabad,823,2024-01-04,2024-01-13,Delayed,10158.829517530958,Bike
501,1322,Bangalore,Pune,728,2024-01-04,2024-01-06,On-Time,5160.289210400615,Truck
502,1871,Bangalore,Chennai,1509,2024-01-18,2024-01-26,Delayed,8428.750456743615,Truck
503,1685,Bangalore,Hyderabad,1864,2024-01-15,2024-01-24,Delayed,19616.104808913246,Van
504,1791,Bangalore,Hyderabad,650,2024-01-19,2024-01-23,On-Time,7118.99326267611,Bike
505,1625,Delhi,Pune,428,2024-01-13,2024-01-21,Delayed,5871.787902280564,Van
506,1287,Mumbai,Hyderabad,1251,2024-01-19,2024-01-28,Delayed,13473.0399713452,Truck
507,1942,Bangalore,Pune,1500,2024-01-17,2024-01-22,On-Time,12682.212805851686,Van
508,1853,Delhi,Pune,1988,2024-01-06,2024-01-13,Delayed,25903.87620474325,Bike
509,1662,Mumbai,Pune,758,2024-01-16,2024-01-20,On-Time,7885.314010360652,Van
510,1961,Mumbai,Pune,356,2024-01-24,2024-01-25,On-Time,2062.2378132870426,Bike
511,1638,Mumbai,Pune,828,2024-01-12,2024-01-15,On-Time,8825.242639393682,Bike
512,1154,Mumbai,Hyderabad,553,2024-01-19,2024-01-24,On-Time,7786.342556181793,Van
513,1489,Bangalore,Chennai,317,2024-01-05,2024-01-08,On-Time,2841.311022829359,Truck
514,1385,Bangalore,Chennai,1659,2024-01-17,2024-01-24,Delayed,13211.045053517684,Van
515,1985,Delhi,Hyderabad,57,2024-01-26,2024-02-04,Delayed,366.7775905002714,Truck
516,1784,Delhi,Hyderabad,1993,2024-01-23,2024-01-29,Delayed,12983.309252171672,Truck
517,1103,Delhi,Chennai,557,2024-01-26,2024-01-27,On-Time,5195.537167783931,Van
518,1928,Mumbai,Chennai,525,2024-01-29,2024-02-05,Delayed,5752.31907684803,Truck
519,1392,Mumbai,Chennai,1370,2024-01-01,2024-01-04,On-Time,7954.431050823544,Truck
520,1810,Bangalore,Chennai,213,2024-01-28,2024-02-02,On-Time,3066.281094623603,Van
521,1245,Mumbai,Chennai,534,2024-01-27,2024-01-31,On-Time,6702.413517157346,Van
522,1175,Mumbai,Pune,1670,2024-01-25,2024-01-30,On-Time,18146.619435337165,Van
523,1038,Mumbai,Hyderabad,1145,2024-01-24,2024-01-29,On-Time,15210.622782251445,Truck
524,1476,Delhi,Pune,616,2024-01-23,2024-01-29,Delayed,3573.950421962618,Bike
525,1681,Delhi,Chennai,954,2024-01-10,2024-01-16,Delayed,9319.042893574006,Truck
526,1758,Bangalore,Chennai,608,2024-01-15,2024-01-23,Delayed,6870.966211318913,Bike
527,1537,Mumbai,Chennai,1984,2024-01-23,2024-01-31,Delayed,26360.47365738686,Van
528,1866,Mumbai,Pune,287,2024-01-21,2024-01-30,Delayed,3683.557637341398,Bike
529,1817,Bangalore,Pune,1177,2024-01-21,2024-01-29,Delayed,9146.105069126714,Van
530,1920,Mumbai,Chennai,1283,2024-01-11,2024-01-13,On-Time,18486.49257544459,Van
531,1407,Mumbai,Pune,603,2024-01-13,2024-01-14,On-Time,3764.805423828148,Bike
532,1524,Delhi,Pune,877,2024-01-05,2024-01-07,On-Time,12059.921835307505,Van
533,1827,Bangalore,Chennai,517,2024-01-01,2024-01-03,On-Time,7604.761090455878,Bike
534,1505,Bangalore,Pune,1527,2024-01-24,2024-01-27,On-Time,10340.134299609494,Van
535,1902,Bangalore,Hyderabad,1341,2024-01-12,2024-01-19,Delayed,16387.90592097276,Truck
536,1824,Bangalore,Hyderabad,435,2024-01-11,2024-01-13,On-Time,2350.2420066842933,Truck
537,1035,Delhi,Hyderabad,824,2024-01-17,2024-01-18,On-Time,7460.684079146637,Van
538,1684,Delhi,Hyderabad,897,2024-01-04,2024-01-10,Delayed,9116.061193803136,Van
539,1019,Mumbai,Chennai,436,2024-01-15,2024-01-24,Delayed,4711.613184966005,Bike
540,1320,Mumbai,Chennai,926,2024-01-25,2024-01-28,On-Time,13296.778918781662,Truck
541,1775,Mumbai,Chennai,308,2024-01-30,2024-02-05,Delayed,3610.53211686612,Bike
542,1511,Mumbai,Hyderabad,332,2024-01-09,2024-01-12,On-Time,3257.8427980478673,Van
543,1399,Delhi,Hyderabad,1699,2024-01-21,2024-01-22,On-Time,22251.378866157458,Van
544,1653,Bangalore,Pune,1948,2024-01-20,2024-01-25,On-Time,28256.379352191885,Bike
545,1971,Delhi,Pune,89,2024-01-19,2024-01-23,On-Time,464.6388723272389,Van
546,1882,Mumbai,Hyderabad,535,2024-01-19,2024-01-26,Delayed,7931.488806569807,Truck
547,1470,Delhi,Hyderabad,978,2024-01-12,2024-01-18,Delayed,5732.372320042793,Bike
548,1142,Bangalore,Hyderabad,269,2024-01-05,2024-01-12,Delayed,3535.700436232968,Truck
549,1091,Bangalore,Hyderabad,1202,2024-01-10,2024-01-15,On-Time,9379.623725667978,Truck
550,1353,Delhi,Pune,1064,2024-01-17,2024-01-21,On-Time,6726.3915585011955,Truck
551,1833,Delhi,Hyderabad,1073,2024-01-05,2024-01-12,Delayed,10084.65101412945,Bike
552,1799,Delhi,Pune,1593,2024-01-22,2024-01-29,Delayed,18223.228310600483,Van
553,1726,Mumbai,Hyderabad,662,2024-01-16,2024-01-22,Delayed,5831.901214055404,Truck
554,1958,Delhi,Hyderabad,977,2024-01-07,2024-01-15,Delayed,5418.104038921969,Truck
555,1853,Delhi,Hyderabad,1965,2024-01-28,2024-02-01,On-Time,21604.41139429378,Truck
556,1050,Delhi,Pune,737,2024-01-09,2024-01-14,On-Time,10335.712144935673,Van
557,1664,Bangalore,Pune,1692,2024-01-03,2024-01-07,On-Time,14944.0039918275,Van
558,1697,Bangalore,Chennai,662,2024-01-15,2024-01-16,On-Time,4742.122987916075,Bike
559,1574,Mumbai,Hyderabad,309,2024-01-16,2024-01-24,Delayed,2912.5639989323995,Van
560,1189,Mumbai,Chennai,1039,2024-01-18,2024-01-19,On-Time,5697.488567796833,Bike
561,1124,Bangalore,Chennai,1015,2024-01-14,2024-01-19,On-Time,13402.948982474789,Bike
562,1149,Bangalore,Pune,415,2024-01-03,2024-01-09,Delayed,5504.314365443275,Bike
563,1313,Bangalore,Pune,1831,2024-01-12,2024-01-18,Delayed,19921.288485396497,Bike
564,1569,Delhi,Chennai,1860,2024-01-09,2024-01-14,On-Time,15867.713734254043,Bike
565,1341,Delhi,Hyderabad,593,2024-01-28,2024-01-31,On-Time,7707.715351163496,Truck
